Tweets,Classification,word_count,char_count,avg_word,stopwords,hastags
said sunday extend deadline escalate tariffs chinese imports citing substantial progress weekend talks two countries,False,27,191,6.111111111111111,8,0
donaldjtrumpjr former us attorney says mueller report may delayed probe jr via yahoo,False,19,125,5.631578947368421,3,0
johncornyn perhaps definitely trumps,False,7,49,6.142857142857143,3,0
robert kraft jeffrey epstein day reckoning americas billionaires bunch,False,18,122,6.176470588235294,5,0
,False,1,18,18.0,0,0
ronna proving point drugs enter us legal open border,False,21,156,5.782608695652174,8,0
realdonaldtrump président word,False,16,100,5.3125,10,0
must stick together allow anyone create false democrats one job take,False,21,129,5.190476190476191,6,0
5 days tariffs extends deadline china trade talks breitbart,False,16,113,6.0625,2,0
cant wait watch documentary 20 years part mafia serving term white house,False,26,129,4.0,12,0
realdonaldtrump rocks,False,7,53,6.714285714285714,2,0
el cualquiera dólares mi familia tenemos una persona por encima se llama está en la cima desde aquí te get twins desde la la fama everyday bro everyday bro,False,40,268,4.489795918367347,8,0
chatbycc lrihendry believing good believing taco bell real mexican restaurant true,False,23,141,5.173913043478261,7,0
donaldjtrumpjr fake border crisis,False,8,54,5.875,2,0
5 days tariffs extends deadline china trade talks via breitbartnews,False,17,120,6.117647058823529,2,0
save date announces salute america july 4th via breitbartnews,False,15,105,6.066666666666666,3,0
yep stage clearly trumps hair right,False,12,80,5.75,3,0
pushes back tariff increase china trade war productive talks,False,13,94,6.3076923076923075,2,0
5 days tariffs extends deadline china trade talks,False,16,121,6.625,2,0
breitbart 5 days tariffs extends deadline china trade talks,False,16,112,6.0625,2,0
,False,1,18,18.0,0,0
breitbartnews hey guess told turn today come end world statement regarding,False,30,174,5.0,12,0
wtf,False,1,32,10.0,0,0
top 11 best history according google moved 11 hitler 10 9 8 great 11 6 5 queen elizabeth 4 3 2 lincoln 1,False,35,235,4.295454545454546,8,0
somebodys forging nobel peace prize nominations really,False,13,98,6.615384615384615,3,0
donaldjtrumpjr winner biggest political hoax bone spurs,False,14,108,6.785714285714286,3,0
whitehouse impressed except report america culture continues praise attempt convince us impressed n korea continues,True,34,219,5.285714285714286,14,0
realdonaldtrump main stream media said today real doesnt want get bottom youve since beginning totally agree love,False,38,223,4.894736842105263,16,0
jr previews tonights,False,7,54,8.0,0,0
trade chief dumbs contract term doesnt get via yahoonews,False,15,102,5.866666666666666,3,0
genial la la imagen pero siempre cuando se habla la terrible la guerra la desde la un,False,38,227,4.973684210526316,3,0
basketball keep rich unemployment 47 left office trending made drop 1 black ppl 10 dropped 4 obama dropped whos better,True,56,311,4.830188679245283,20,0
,False,4,33,7.5,0,0
us china make substantial progress tariff says,False,12,87,6.333333333333333,2,0
50 cent says offered 500000 appear 2017 inauguration moneys good money,False,18,128,6.166666666666667,4,0
foxnewssunday tomperez thank god j,False,8,51,5.5,1,0
dc already big annual fourth july celebration wants,False,18,116,5.5,5,0
therickwilson nah youre wrong putin united states bar estate baby,True,26,147,4.88,8,0
perlmutations crooked hillary hmm evidence crooked dishonest evidence crooked dishonest university twice guilty blacks cheated father taxes including estate tax fraud,False,42,287,5.4,17,0
chatbycc believing good believing taco bell real mexican restaurant true,False,24,164,5.875,7,0
j spent 100000 publish open letter america stop paying defend countries afford defend nyt aka decades public policy gift,False,51,286,4.68,21,0
robert kraft jeffrey epstein day reckoning americas billionaires bunch,False,18,122,6.176470588235294,5,0
donaldjtrumpjr cast vote world first second jr gee category biggest traitor american history,False,29,169,5.035714285714286,9,0
estados unidos china el la en la guerra comercial el presidente ha anunciado este domingo un en la aranceles contra productos chinos previsto para entrar en el 1 marzo el r,False,47,274,4.851063829787234,1,0
dream crazy one jr hints could run 2024 tcocbtc1jkwml,False,17,96,4.705882352941177,5,0
jesus may turned water invented water,False,13,80,5.230769230769231,3,0
,False,6,54,8.166666666666666,1,0
guess oscars 2019 wont failed coup russian collusion hoax international coup nicolas maduro venezuela illegal economic oscars oscars2019 oscars19 venezuela potus,False,41,270,5.585365853658536,15,0
trumps nonsensical hold date tweet shows desperate adoration,False,14,105,6.0,5,0
sobre ajuda humanitária haiti se não houve devem ser cobrados lula pt por parte brasil e barack obama democratas por parte dos eua eles eram os governantes na época não se republicanos e jair bolsonaro direita brasileira levam ajuda,False,44,283,5.173913043478261,2,0
assault dignity morality must stand,False,13,81,5.75,3,0
washtimes junior total,False,7,47,5.857142857142857,1,0
robert kraft jeffrey epstein day reckoning americas billionaires bunch,False,18,122,6.176470588235294,5,0
also looked photos good christ place tacky looks,False,21,114,4.476190476190476,8,0
place bets powerful rebuke hate racism time around,True,17,99,4.882352941176471,6,0
realdonaldtrump thank said least favorite,False,15,101,5.666666666666667,6,0
said seven words ended democrat party via,False,15,104,6.0,4,0
question veterans please support j thank time service,False,20,113,4.428571428571429,10,0
hate cold season hope feel better soon,True,19,101,4.368421052631579,7,0
billmaher live north voted come visit discuss backward poor im jealous blue states,False,37,166,3.9393939393939394,17,0
delusional,False,3,44,14.0,0,0
tedlieu gop realdonaldtrump im got vote first time least 5 years im republican pa wait til 2020 primary switch parties way sure vote often possible,True,54,297,4.518518518518518,22,0
brianstelter worst citizens us today 1 mitch mcconnell 2 junior 3 ivanka 4 mike pence note kushner dumb make list daddy insane people know evil sow,True,45,261,4.24,17,0
es lady gaga,False,6,28,3.8333333333333335,1,0
trade chief dumbs contract term doesnt get,False,13,88,5.846153846153846,3,0
99 mexicans,False,11,57,4.2727272727272725,6,0
yes russia likely swing votes,False,10,69,6.0,2,0
jr previews tonights oscars speeches via twitchyteam,False,10,85,7.6,0,0
tá uma com,False,10,70,6.1,0,0
donaldjtrumpjr performance national emergency build wall,False,13,103,7.0,4,0
untuk china,False,11,102,8.363636363636363,0,0
therickwilson name single republican sane person would want trade places right,True,19,112,4.947368421052632,6,0
jr cast vote best performance hate hoax,True,17,128,6.470588235294118,4,0
clearly got ego jr hints could run 2024,False,19,104,4.777777777777778,5,0
mollyjongfast tweet cilantro vegetables,False,11,80,5.75,5,0
inside trumps venezuela pivot ladies gentlemen analysis 2019,False,12,97,7.818181818181818,1,0
chris may make laugh via isnt total lack humor one principal,False,31,204,5.8,9,0
asian quoting chinese xi penalty drug death penalty give death penalty people sell drugs end problem,True,32,212,5.59375,7,0
thanks academy wanna say one thing face,False,17,97,4.764705882352941,7,0
realdonaldtrump god bless,False,5,38,6.8,0,0
realdonaldtrump na nicolás maduro,False,9,72,7.111111111111111,0,0
green card longer immigrants insurance policy era,False,18,120,5.722222222222222,7,0
le decir señor haga,False,11,60,4.545454545454546,1,0
im trying people tweet realdonaldtrump pedophile nopedophileprez helped jeffrey epstein amp get away pedophilia sexual assault sex trafficking,True,34,275,6.9411764705882355,7,0
dearauntcrabby trumps worst nightmare,False,8,62,6.875,2,0
qué le pasó al mama monster la con oscar2019,False,14,85,5.142857142857143,0,0
lady gaga siendo en honor respect oscars,False,11,63,4.818181818181818,1,0
johncornyn support democracy didnt quote mussolini earlier,False,19,147,6.7894736842105265,6,0
emergencia nacional para fondos el muro fronterizo con méxico 7 el congreso estados unidos eeuu está comenzando una campaña para remover al presidente su cargo con el testimonio su exabogado michael cohen 8 plan,False,40,263,4.954545454545454,1,0
un sólo con la ayuda tampoco ningún terrorista 5 se espera mañana la reacción del desde el 6 en estados unidos eeuu 16 estados han una demanda contra la por la,False,40,251,4.837209302325581,0,0
passing day looking western,False,20,133,5.7,8,0
judicialwatch love really think would ever promote 10 billion dollar man wont even give tax reports every presidents none clean,False,39,215,4.538461538461538,15,0
staywoke history learned school written people would believe well click read blow mind tcoujiuwz3mrj brainwashed scary staywoke,False,34,235,5.297297297297297,15,0
qanon76 happy day happiest woman whole usa shine sunshine walk world da day im happiest girl whole usa happy maga,False,46,254,4.02,23,0
globo na família bolsonaro mas ao mesmo tempo seu na guerra contra venezuela ambos mesmo,False,27,159,4.678571428571429,2,0
people elected spoke without message america first everyone need fancy words jobs build economy period,True,30,207,5.933333333333334,9,0
delays tariff hike chinese goods great trade talks,False,13,93,6.230769230769231,2,0
witch hunt may burned stake via,False,21,105,4.473684210526316,10,0
inspiration trumps hair,False,7,44,7.6,0,0
delays tariff hike chinese goods great trade talks uk england,True,18,132,6.388888888888889,2,0
dolly parton 73 refuses label feminist admits still mans world holds criticizing unlike 95 costars jane fonda lily tomlin,False,35,202,4.8,13,0
mattoswaltva jr hints could run 2024 dedicate award,False,19,109,4.7894736842105265,7,0
mollyjongfast talking glam squad told wanted steve bannon orange makeup,False,33,189,4.757575757575758,14,0
ndp support coup led almost cancelled mps supported need find party views shame ndp,True,45,280,5.2444444444444445,20,0
handelsstreit mit china uspräsident verlängert frist für zölle,False,12,93,7.454545454545454,0,0
picks climate change denier head committee threat global warming,False,15,105,6.066666666666666,3,0
everybody became,False,11,62,4.7272727272727275,4,0
shes another reason going win 2020,False,15,109,6.333333333333333,4,0
sort florida electoral votes 100000 venezuelan expats florida votes 2016 isnt single winning issue youd mad try pull every single vote florida,True,45,246,4.488888888888889,18,0
ahora la izquierda chilena decir el washington se libertad en venezuela en la del 2019,False,33,190,4.9375,3,0
trumps hawkish approach venezuela spurred chance oval office encounter many see trumps hawkish approach venezuela foreign policy reality though pure theresistance impeachtrump notmypresident,False,37,281,6.621621621621622,10,0
delays tariff increase chinese goods trade talk progress said sunday would delay increase us tariffs chinese goods thanks productive trade talks chinese xi jinping,False,43,284,5.627906976744186,12,0
delays tariff increase chinese goods trade talk progress said sunday would delay increase us tariffs chinese goods thanks productive trade talks impeachtrump impeachkavanaugh theresistance,False,38,283,6.473684210526316,8,0
trumps hair right,False,6,47,7.0,1,0
thought lol,False,10,59,5.0,5,0
sentoomey catch 60 mins tonight need get labeling opioids changed longterm use short term use maybe get declare emergency demand change labeling evident washington doesnt keep current events,False,49,297,5.081632653061225,17,0
,False,2,34,16.5,0,0
j ᵖᵃʳᵒᵈʸ realdonaldtrfan feb 19 acountants finished 2018 taxes im geting refund 4735452937 47 million dollars dont pay taxes none love new tax law also love fact voters never see tax return,False,54,273,4.479166666666667,13,0
angelabelcamino guess never get see oscars tv thats right j,False,18,97,4.333333333333333,6,0
fuck anyone agrees hes,True,12,79,5.666666666666667,5,0
could man chinas room chief dumbs contract term doesnt get,False,23,148,5.208333333333333,8,0
sure,False,11,65,5.0,5,0
awards matter minutes think dont mean see picks stack enjoy oscars2019 academyawards,False,34,201,5.090909090909091,16,0
gonna take world im shit,True,15,61,3.6153846153846154,6,0
realdonaldtrump money would bet job presidency probably,False,25,147,5.125,12,0
schiff says hell mueller testify report isnt made public,False,13,87,5.769230769230769,3,0
clinton lost,False,12,101,7.5,5,0
challenge oops,False,7,40,4.857142857142857,3,0
us budget deficit exploded intellectualist,False,13,93,6.75,4,0
juddlegum billclinton,False,6,80,12.5,0,0
donaldjtrumpjr id say fake emergency,False,9,58,5.555555555555555,2,0
blackisback5 buddhakatze thatsmydog8 jvfnyc mick719 politisami rainydaywoman think absolute right share intelligence russia hes certainly still,False,69,735,9.514285714285714,8,0
said north korea wasnt nuclear threat mike pompeo contradicted cnn mother jones smartnews,False,22,139,5.619047619047619,4,0
trade chief dumbs contract term doesnt get,False,13,88,5.846153846153846,3,0
bernie running 2016 didnt votes didnt help hillary cried took ball went learned nothing,False,37,204,4.368421052631579,18,0
conman realdonaldtrump,False,7,59,7.571428571428571,2,0
2016 told americans upon entering office hed give healthcare better covered everyone one working,False,27,175,5.518518518518518,8,0
ali,False,7,50,6.285714285714286,1,0
said substantial progress made trade talks beijing,False,17,136,7.0588235294117645,4,0
congreso estados unidos comenzó una campaña para remover al presidente su cargo con el testimonio su exabogado michael cohen nicolasmaduro drodriguezven dcabellor,False,35,280,7.235294117647059,0,0
ananavarro j ᵖᵃʳᵒᵈʸ realdonaldtrfan feb 19 acountants finished 2018 taxes im geting refund 4735452937 47 million dollars dont pay taxes none love new tax law also love fact voters never see tax return,False,54,273,4.479166666666667,13,0
democrats dont get going win 2020,False,18,100,4.611111111111111,9,0
yo creo lo segundo son tampoco les importa lo único les importa es cobrar mucho dinero por apoyar se los venezuela,False,35,198,4.685714285714286,1,0
state senate passes bill would force publish tax returns 2020,False,16,101,5.375,4,0
former us attorney says mueller report may delayed probe jr huffpost smartnews,False,20,121,5.666666666666667,3,0
trumps secret victory 2020 hispanic voters winning enough latinos get reelected via politicomag,False,26,145,5.714285714285714,7,0
sobre ajuda humanitária haiti se não houve devem ser cobrados lula pt por parte brasil e barack obama democratas por parte dos eua eles eram os governantes na época não se republicanos e jair bolsonaro direita brasileira levam ajuda,False,43,272,5.066666666666666,2,0
done china approves trumpbranded spas escort services hotels topbuzz,True,15,112,6.533333333333333,4,0
johncornyn come antifascist family uncle national hero tortured killed fascists studied mussolini fascism life way talk without mentioning mussolini,False,41,248,5.2,17,0
oscars2019 qui sera la la soirée,False,17,112,5.647058823529412,0,0
robert kraft jeffrey epstein day reckoning americas billionaires,False,16,113,6.4,4,0
fras99 grow sense humor,False,9,48,4.444444444444445,3,0
republicans celebrating fourth july washington dc instead moscow would change maybe plans,False,27,154,4.923076923076923,10,0
et son ami kim jong le en tout cas,False,13,73,4.6923076923076925,0,0
got,False,6,42,6.166666666666667,2,0
une corée du nord sans pourrait devenir un via yahoo,False,18,128,6.166666666666667,0,0
dcabellor con el poder dado el maestro te conmino demonio podrir te en la quinta paila del infierno con fidel hugo cumplace atte,False,35,166,4.258064516129032,4,0
si fue recibido como estado,False,18,94,4.8125,1,0
liberalsimplode krassenstein hey meme point crimes theyve charged court either convicted court well compare,False,47,261,4.688888888888889,24,0
everybody calm let national press secretary trumps 2020 reelection campaign explain tax code totally fair foxnews,False,31,219,5.84375,11,0
j change goat sign petition via change,False,17,101,5.3125,4,0
robreiner heres times article many want internet search seeing numerous articles might less embarrassing,False,27,206,6.0,12,0
handelsstreit usachina uspräsident verschiebt die 1 märz auslaufende frist zunächst also keine neuen zölle,True,21,148,6.7368421052631575,1,0
donaldjtrumpjr,False,4,43,7.6,1,0
donaldjtrumpjr dem throw something nothing cry winning,False,24,131,4.5,13,0
handelsstreit usachina uspräsident verschiebt die 1 märz auslaufende frist zunächst also keine neuen zölle,True,21,148,6.7368421052631575,1,0
marcorubio,False,2,29,14.0,0,0
never media pathetic actually working benefit though causes base stand even left wing media,False,48,235,4.372093023255814,21,0
sim eu mas fazer seu tweet foi colocar como cara dá direita ele não é é na minha tem está preocupado com ele são os não gente,False,51,265,4.215686274509804,7,0
difference bernie call opponents enemies people bernie wasnt racist said tweeted racist things guy even writings warren wonder got,True,43,251,4.8604651162790695,19,0
one day maga hat might bring lot powerful man world maga hat powerful political symbol washington times,False,36,191,4.967741935483871,9,0
markope15453265 jrehling missterturd realdonaldtrump yeah,False,9,83,10.428571428571429,1,0
come antifascist family uncle national hero tortured killed fascists studied mussolini fascism life way talk without mentioning mussolini,False,38,210,4.675675675675675,17,0
realdonaldtrump refused supposedly jr eric would run business limited order something wall thats working,False,37,268,6.078947368421052,16,0
warren fault us taking much credit nations economic growth market making tough find,False,38,266,6.026315789473684,13,0
kamalaharris aoc corybooker sensanders hilarious meanwhile pushes united states fascist dictatorship support spews hatred towards blacks mexicans women ever criticize nope criticism right wing weapons ready kill,True,50,311,5.24,18,0
done china approves trumpbranded spas escort services hotels,True,14,104,6.5,4,0
venezuela home socialism destroyed slowly destroy america,True,15,102,5.866666666666666,7,0
gopchairwoman realdonaldtrump republican globalist bush bill clinton globalist parties nafta parties j recently fired illegal immigrants maralago well tower moscow yep potus con man loves open borders,True,47,297,5.837209302325581,9,0
lady gaga color,True,6,39,5.666666666666667,0,0
realdonaldtrump tower jr wasnt set read words email love russians hack email help get elected facts,False,35,221,4.666666666666667,14,0
em assistir jornalista da globo falando maduro tudo bem nem em tudo seu maduro é mesmo mas motivo mesmo da venezuela estar desse mais 30 pelo,False,45,252,4.382978723404255,6,0
instagram hey mark noticed got shout cnn meme jr cnn discussed,False,28,147,4.285714285714286,11,0
donaldjtrumpjr cancer face america amp whole world world total lies todate american 8718 counting enemy people son,True,39,210,4.5,14,0
nbc news mccabe responds trumps poor mans j edgar hoover slam dont even know means via googlenews,False,20,132,5.0,4,0
chatbycc realdonaldtrump billions tariffs china tell north korea pretend going america cant afford,False,26,173,5.653846153846154,6,0
50 cent says offered 500000 appear 2017 inauguration moneys good money,False,18,128,6.166666666666667,4,0
trumps chance reelection 2020 answer poll retweet size maga,False,17,107,4.833333333333333,4,0
diamond silk blacks popular youtube video diamond silk tweeted saturday black people photo posing,True,43,264,5.162790697674419,20,0
new deal ppl time hitler guy fucking sick bro totally completely bounds point people hey wants intense version 90s bill daily,True,47,269,4.625,21,0
donaldjtrumpjr absolutely wins epic obama wasnt born us piece hate presidency,True,22,129,4.909090909090909,9,0
tomperez makes sense usual j ballot democrats pointed election said elections based local issues making claim tweet proves spread fakenews maga2020,False,44,255,4.883720930232558,18,0
us delays china tariff increase trade deal progress,False,15,105,6.5,1,0
j ᵖᵃʳᵒᵈʸ realdonaldtrfan feb 19 acountants finished 2018 taxes im geting refund 4735452937 47 million dollars dont pay taxes none love new tax law also love fact voters never see tax return,False,54,273,4.479166666666667,13,0
perlmutations maya planned parenthood tell name mike pence,False,24,141,4.916666666666667,11,0
mark icon american success us knew fake bankruptcies made important person world making court king,False,41,266,4.695652173913044,18,0
realdonaldtrump,False,2,34,16.5,0,0
ajuda entrar ou tudo,False,10,70,6.1,1,0
principalmente com poder nos eua então seria obama para esse tempo homem certo é seu pai e todo esse governo para se tudo esta para ser e certo é é uma nova mundial,False,50,289,4.471698113207547,5,0
robert kraft jeffrey epstein day reckoning americas billionaires bunch trumpepstein maralago,False,23,192,7.7272727272727275,5,0
donaldtrump,False,6,83,13.0,0,0
delays tariff hike chinese goods great trade talks,False,14,110,6.928571428571429,2,0
jasonkirksbn definitely,False,5,37,8.25,0,0
timnaples brosesandy richardnixon103 robibrose hope nothing sticks win art deal,False,22,144,5.590909090909091,7,0
aumento aranceles sobre china,False,9,84,8.444444444444445,0,0
realdonaldtrump 12 billion soy farmers kind business seems know borrow money,False,32,183,4.75,14,0
tomsuz7 doophenshmirtz johnkeniegejr krassenstein weird support confessed serial sexual predator thief 100s millions fake university children cancer charity aka yeah charges filed guys vs vs moral high ground,True,48,329,5.714285714285714,14,0
jguaido ni favor ni en contra maduro pero hasta donde llega su con eu tanto tienen el dinero el poner en frontera para las mismas el carro con humanitaria,False,49,280,4.833333333333333,2,0
lifenewstoo lets never forget truly walk walk hes always paid abortions translate members audience hypocrite,False,35,219,5.083333333333333,15,0
j twitter,False,6,44,6.5,1,0
trade chief dumbs contract term doesnt get,False,13,88,5.846153846153846,3,0
george conway made clear felt trumps televised address epic,False,20,137,5.9,6,0
smart except,True,10,88,7.9,1,0
cant james bond,False,13,69,4.384615384615385,5,0
aí russia também tem petroleo lá tomar,False,15,99,5.666666666666667,1,0
donaldjtrumpjr vote roy cohn roy cohn le mentor tcomujknsbylq,False,12,88,5.357142857142857,2,0
repadamschiff schiff says hell mueller testify report isnt made public via nbcnews,False,18,133,6.444444444444445,3,0
rawstory likely first time life written report,False,19,98,4.2105263157894735,10,0
much proof need trumps america bernies working stop republicans democrats races,False,28,175,5.285714285714286,11,0
feel ive political tweets say real quick think great big poopy head,False,27,134,4.0,10,0
j ᵖᵃʳᵒᵈʸ realdonaldtrfan feb 19 acountants finished 2018 taxes im geting refund 4735452937 47 million dollars dont pay taxes none love new tax law also love fact voters never see tax return,False,56,298,4.76,13,0
uspräsident ist dass es im mit china bald eine er die zölle erst einmal nicht,True,24,159,5.913043478260869,1,0
chatbycc realdonaldtrump problem started finished great man ugh,False,17,107,5.352941176470588,5,0
uspräsident den den um zwischen den usa und china zeit geben es soll erst einmal keine geben,False,28,192,6.111111111111111,2,0
marcorubio,False,2,29,14.0,0,0
thank parody class using reference pic later thought hmm maybe could use power good,False,39,212,4.461538461538462,17,0
mejor película la ayuda humanitaria mejor director mejor actor juan guaidó mejor actor oscars,False,17,131,5.7894736842105265,0,0
fras99 zero sense humor ever even throw head back laugh,False,18,91,4.111111111111111,6,0
bornabrit1 may way language whether foreign otherwise afflicted ignorant excuse named john idiot,True,42,263,5.285714285714286,19,0
delays tariff hike chinese goods great trade talks,False,13,91,6.076923076923077,2,0
realdonaldtrump truly national embarrassment,False,8,62,6.875,2,0
realdonaldtrump nothing funny watching american security love affair tyrant kim rules north korea right son last tyrant everything father relate,False,51,286,4.916666666666667,20,0
inspired moms ex boyfriend summer home,False,14,89,5.428571428571429,2,0
want excuse day might says hes extended deadline raise tariffs chinese goods meet chinese xi jinping via bpolitics,False,37,212,4.756756756756757,14,0
rosie dearauntcrabby urocklive1 thank im glad im still waiting answer still america tcoznrkxlhder,False,36,292,7.083333333333333,10,0
johncornyn late covered,False,10,78,6.9,3,0
bull jimmy carter hate would outside character human,True,26,152,4.884615384615385,13,0
jr hints could run 2024,False,12,75,5.333333333333333,3,0
senatedems housedemocrats senategop housegop realdonaldtrump echo mind hes desperate favorite hint proclaim americas favorite youre barackobama still though,False,36,243,5.942857142857143,15,0
repswalwell crowd count far facts truth living built conspiracy hero j liar chief,False,37,227,5.162162162162162,15,0
trumps administration plans stuff much billion billion national defense coming fiscal year special war fund budget especially,False,35,229,5.361111111111111,12,0
realdonaldtrump words nothing change keep losing manufacturing jobs china keep cheating thanks,False,24,149,5.25,9,0
leave bob alone trumps heart prostitute sting find,True,24,164,6.409090909090909,8,0
particularly enjoy hope brutal american people one day via motherjones,False,23,143,5.260869565217392,9,0
background,False,5,42,7.6,3,0
feeling going stock market daily basis people realize trade deal global economy yet time spy,False,41,212,4.195121951219512,19,0
timnaples brosesandy richardnixon103 robibrose throw lot crap shit stick fall ground thus keep shit air one time art deal,True,45,234,4.222222222222222,22,0
tt mỹ việt nam hội nghị thượng đỉnh mỹ chuyện đồng của là đồng 10 và trong,False,46,225,3.869565217391304,0,0
would best week life till arrest realdonaldtrump donaldjtrumpjr impeachtrump,False,19,142,6.526315789473684,6,0
trumps secret victory 2020 hispanic voters via politicomag,False,11,89,6.416666666666667,2,0
lrihendry realdonaldtrump oh really believe sad let say clearly possible far biggest crook american political history please look evidence says,False,41,232,4.523809523809524,20,0
make laugh leave person worthy 2020 think hes going lose ha ha ridiculous majority going let criminal democrats win,True,50,279,4.470588235294118,25,0
chuckcallesto thank aoc keeping great corner hes 2020 keep talking dear,False,22,121,4.545454545454546,8,0
ill sure tune ridiculous bullshit world criminal investigation members family administration republican party,True,40,252,5.325,19,0
krassenstein american people need get heads amp realize attack owned russia enemy since amp putin using destroy government economy amp democracy putin promised dictatorship treason,True,52,310,4.980769230769231,20,0
donaldjtrumpjr vote,False,6,38,5.5,2,0
repmarkmeadows check went didnt increase taking money back plus golf trips time vote amp ill never vacation golf makes money every time visits,False,49,287,4.979166666666667,18,0
ampliará plazo con china internacional,False,9,82,8.222222222222221,0,0
honor john cornyn unironically tweeting benito mussolini quotes lets remember time got unironically tweet benito quote,False,32,223,6.0,10,0
icymi constitution hard choice congressional republicans emergency gop,False,22,155,5.739130434782608,12,0
senfeinstein j ᵖᵃʳᵒᵈʸ realdonaldtrfan feb 19 acountants finished 2018 taxes im geting refund 4735452937 47 million dollars dont pay taxes none love new tax law also love fact voters never see tax return,False,54,275,4.520833333333333,13,0
report jr finalizes divorce agreement revealed,False,10,87,7.8,0,0
realdonaldtrump hi sure know venezuela trouble want give understand problem problem need world help survive,False,53,286,4.415094339622642,30,0
jjauthor j,False,4,23,5.0,0,0
schiff says hell mueller testify report isnt made public,False,13,87,5.769230769230769,3,0
seeing red opponents say maga hat much ominous show support via washtimes,False,20,120,5.05,6,0
markcrowell5 chatbycc realdonaldtrump took 10 seconds,False,10,106,7.916666666666667,4,0
james potter,False,7,42,5.142857142857143,2,0
tomperez little boy set tell lies dad see three children dont think would someone making shit sad,True,37,185,4.138888888888889,15,0
itsjefftiedrich realdonaldtrump jeff stop regular americans dont give 7 suicide ideas hate join real america beautiful embrace love country love,True,36,230,5.416666666666667,11,0
realdonaldtrump best lovely j,False,11,57,4.7,3,0
robert kraft jeffrey epstein day reckoning americas billionaires bunch,False,18,122,6.176470588235294,5,0
scumbag tomperez said evidence would answer question media rush jussie smollett used attack old democrats thats crushing 2020,False,51,275,4.411764705882353,25,0
marcorubio,False,5,30,5.2,2,0
thread 1 reason hate,True,10,65,5.6,3,0
soon come cat becomes meme ready war,False,18,106,4.944444444444445,4,0
makes sick every time hear,True,13,71,4.916666666666667,3,0
maximebernier honestly go way sound tweet,False,20,121,5.1,8,0
says hes extended deadline raise tariffs via bpolitics,False,16,104,5.5625,2,0
donaldjtrumpjr nothing compared jr,False,11,80,6.363636363636363,3,0
jr hints could run 2024 hope watch badly lose,False,23,126,4.25,11,0
said extend deadline escalate tariffs chinese imports citing substantial progress weekend talks 2 countries,False,26,180,5.961538461538462,8,0
donaldjtrumpjr donaldjtrumpjr collusion,False,9,107,9.7,4,0
class flotus check oscars history via,False,18,94,4.277777777777778,6,0
name seems remember middle name j collusion witch hunt fake news,False,21,115,4.523809523809524,7,0
perfect moral story goes 2020 back,False,18,96,4.647058823529412,6,0
favorite scenario grand jury mueller team lays case doesnt ask indictment potus policy says screw policy grand jury charge j conspire united states,True,48,282,4.895833333333333,17,0
house overseas reputation broken climate change starving largest trading partner ties threatened apart weve still got free holidays,False,34,256,6.5588235294117645,3,0
honeybee7885 mamredpill repmarkmeadows realdonaldtrump blind support connection seeking truth,True,20,153,6.7,7,0
jr hints could run 2024,False,12,75,5.333333333333333,3,0
bernie sanders left following decide theyre democrats convenient entertaining means later isnt nominee burns,False,44,266,4.911111111111111,25,0
lady gaga look,False,9,55,5.222222222222222,2,0
im loving best question ask alexa united states great hear,False,25,156,4.392857142857143,11,0
特朗普亚马逊停建纽约总部是纽约市一大损失 亚马逊决定放弃在纽约皇后区建立第二总部计划美国总统唐纳德特朗普donald,False,4,134,32.75,0,0
realdonaldtrump potus porque se mete en todos sera por sus dolares es igual al papa se mete en todos igual la,False,27,153,4.5,1,0
alyssamilano realdonaldtrump baby,False,8,64,7.125,2,0
meanwhile earlier oscars day realdonaldtrump announced worst actor 2019,False,18,134,6.5,7,0
johncornyn tcopmy5lwxo33,False,3,41,13.0,0,0
marco rubio told jonathanvswan trumps venezuela pivot think believes issues middle east cant fixed actually thinks venezuela western fixed,False,40,250,5.275,18,0
says hell host july fourth celebration lincoln memorial,False,14,106,6.133333333333334,3,0
says extend deadline escalate tariffs chinese imports citing substantial progress weekend talks two countries,False,26,182,6.038461538461538,8,0
labor secretary giving sweetheart deal pedophile surrounded confessed criminals,True,23,166,6.260869565217392,9,0
bannon zero interest america ideas perfectly racist ideas hes broadcasting continue ego new either one,True,41,262,5.525,17,0
approval rating according amateur polling data,False,14,101,6.285714285714286,3,0
johncornyn cherry pick writings fascist cherry pick bible youll say anything serve money,True,30,191,5.586206896551724,9,0
robert kraft jeffrey epstein day reckoning americas billionaires bunch via phillydotcom,False,20,139,6.315789473684211,5,0
democrats americans would love move nation part two junior years,False,22,133,5.090909090909091,9,0
vc é jornalista ou candidato se jornalista isso não dá direito dar para derrubar um governo pais porra jornalista vc é,False,40,228,4.675,5,0
congressional republicans facing gutcheck moment forced choose supporting defending constitution j looking good,False,27,205,6.357142857142857,10,0
se puede más el una potencia en solo quiere los más berniesanders ojalá en 2020 la historia tu país fuera,False,38,266,6.026315789473684,3,0
prejudice child ignorance william hazlitt sadly overwhelming amount crime major committed blacks hispanics must discussed,True,34,196,5.09375,13,0
futures pointed opening futures sampp 500 03 percent,False,20,132,5.285714285714286,7,0
joe bringing kim table newsmax politics given credit negotiations north korea denuclearization bringing kim jong un table,False,42,285,5.5813953488372094,16,0
tribelaw alandersh use respond muellers report hard believe us cant write response,False,33,181,4.515151515151516,15,0
